Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
USA,2019,Alzheimer's Disease,Respiratory,17.71,4.89,9.78,0-18,Male,673899,80.81,4.05,1.49,Surgery,47907,Yes,64.69,4319,9.63,2580,0.57,48.17
UK,2020,Dengue,Respiratory,14.27,1.93,0.99,19-35,Male,354898,60.34,1.42,5.5,Vaccination,10777,Yes,77.15,35,7.79,40439,0.62,46.36
Italy,2019,Influenza,Respiratory,11.97,1,4.89,0-18,Other,292668,60.26,0.53,7.16,Vaccination,21481,No,56.33,3369,2.48,86154,0.47,55.17
Saudi Arabia,2019,Cancer,Respiratory,10.53,13.42,9.1,61+,Male,443791,83.54,2.53,6.98,Surgery,35204,Yes,66.43,145,6.81,76491,0.76,65.25
Turkey,2022,Ebola,Respiratory,2.6,12.28,9.34,0-18,Female,228583,79.72,3.12,2.4,Vaccination,35364,Yes,76.64,3726,6.14,46596,0.45,32.34
Russia,2017,Diabetes,Respiratory,16.56,12.7,8.4,61+,Other,754181,83.89,2.18,2.42,Medication,31051,Yes,82.54,706,8.06,14800,0.5,38.92
Australia,2023,Alzheimer's Disease,Respiratory,0.42,11.49,9.81,36-60,Male,437240,72,1.92,0.88,Therapy,46935,No,58.26,2307,0.28,17479,0.74,65.53
Australia,2019,Cholera,Respiratory,12.3,13.54,2.79,0-18,Female,281887,56.5,1.68,4.3,Medication,25357,Yes,72.62,920,2.9,22952,0.57,72.34
Germany,2018,Influenza,Respiratory,17,7.94,8.86,36-60,Other,86278,63.56,3.14,7.88,Medication,30107,Yes,67.85,795,0.12,7485,0.51,71.63
USA,2022,Polio,Respiratory,19.35,6.03,5.96,19-35,Male,302295,99.92,2.52,4.55,Surgery,24729,Yes,70.73,3134,1.63,67530,0.78,42.59
South Africa,2017,Leprosy,Respiratory,17.2,14.62,3.72,19-35,Male,498453,95.07,4.98,5.09,Surgery,16861,No,95.81,1983,4.9,2667,0.75,52.5
South Korea,2022,Tuberculosis,Respiratory,9.47,13.88,8.46,19-35,Other,417000,94.62,3.49,9.27,Medication,25911,Yes,68.47,2344,3.25,23952,0.57,56.46
Brazil,2023,Cholera,Respiratory,12.91,9.97,5.35,19-35,Other,184675,54.47,3.98,2.02,Therapy,20356,No,60.95,4005,3.44,97804,0.84,21.22
Mexico,2017,Tuberculosis,Respiratory,18.96,0.29,6.51,61+,Male,149212,60.85,4.92,8.54,Therapy,44180,No,71.26,3762,8.24,69510,0.54,67.92
Argentina,2019,Rabies,Respiratory,10.39,14.03,5.96,0-18,Female,982283,72.37,4.97,6.82,Medication,12271,No,83.07,488,4.97,53175,0.76,54.55
China,2021,Asthma,Respiratory,11.6,6.73,3.71,0-18,Other,714378,93.55,4.11,9.51,Medication,45210,No,50.64,4226,1.29,96584,0.75,38.94
Australia,2019,HIV/AIDS,Respiratory,1.51,11.01,3.35,0-18,Other,242492,54.44,4.96,0.64,Vaccination,27751,Yes,91.09,4883,6.75,4138,0.78,85.18
Turkey,2017,Rabies,Respiratory,13.74,4.18,4.15,61+,Female,875989,59.46,4.34,5.67,Vaccination,12093,Yes,57.38,3809,2.57,41612,0.56,88.74
Argentina,2019,Leprosy,Respiratory,4.73,7.71,5.03,61+,Male,154337,75.24,4.7,6.12,Therapy,31452,No,64.18,814,8.22,74095,0.85,64.68
Indonesia,2017,Dengue,Respiratory,4.63,2.55,0.42,19-35,Other,116558,52.43,2.55,3.26,Medication,41275,No,61.22,4457,9.67,72433,0.86,25.55
Mexico,2023,Alzheimer's Disease,Respiratory,17.81,13.85,0.51,19-35,Male,274067,93.02,0.5,7.24,Surgery,14986,No,88.16,1041,1.06,73694,0.66,49.85
Mexico,2022,COVID-19,Respiratory,7.95,4.67,1.56,19-35,Other,264135,60.13,1.61,4.21,Vaccination,29913,No,92.59,1433,1.41,94528,0.6,61.9
South Africa,2017,Dengue,Respiratory,7.12,3.03,8.24,0-18,Other,801971,60.82,3.53,5.41,Therapy,422,Yes,70.6,2810,7.08,13485,0.8,32.21
Russia,2019,Hypertension,Respiratory,2.2,6.4,2.16,19-35,Female,839651,88.41,4.05,3.17,Medication,48392,No,75.21,3823,1.3,27341,0.75,55.68
Saudi Arabia,2023,Rabies,Respiratory,6.14,8.33,2.53,19-35,Female,629943,53.52,0.75,7.83,Surgery,48925,Yes,55.08,4628,1.46,12524,0.87,43.79
UK,2023,Malaria,Respiratory,17.97,11.79,0.65,0-18,Male,621113,57.67,3.12,7.31,Surgery,15079,Yes,74.16,4741,2.12,80398,0.87,50.27
Germany,2021,Dengue,Respiratory,10.24,11.2,3.67,0-18,Male,883507,69.6,3.6,5.9,Therapy,16872,No,74.03,4825,5.34,30649,0.63,89.97
Italy,2018,Cholera,Respiratory,9.53,7.71,6.79,36-60,Female,13705,56.15,0.59,5.15,Therapy,42684,No,56.19,383,1.23,78453,0.8,31.89
France,2021,Hepatitis,Respiratory,1.68,8.68,4.64,0-18,Female,382202,91.43,2.11,4.96,Medication,33679,Yes,91.04,2407,1.04,2524,0.51,20.98
Turkey,2017,Zika,Respiratory,12.98,9.86,8.9,36-60,Female,70859,83.59,2.4,4.33,Therapy,31616,No,71.76,3843,8.12,85394,0.48,67.89
Japan,2017,Hypertension,Respiratory,19.97,0.79,3.13,36-60,Male,932029,50.89,1.68,5.3,Medication,38234,No,52.11,4890,9.42,38109,0.51,54.1
USA,2022,HIV/AIDS,Respiratory,18.52,1.51,0.26,36-60,Other,473900,54.69,1.36,1.12,Medication,39271,No,55.83,2791,6.86,11768,0.87,72.5
China,2023,Malaria,Respiratory,0.91,1.12,5.19,36-60,Female,431724,52.08,3.93,4.84,Therapy,31766,Yes,63.97,4354,1.1,21711,0.45,70.07
India,2017,Asthma,Respiratory,6.81,6.6,8.44,19-35,Female,233420,52.29,3.2,6.41,Medication,640,No,98.38,992,8.24,89229,0.52,72.22
Mexico,2018,Alzheimer's Disease,Respiratory,9.16,4.88,7.89,36-60,Other,463454,85.68,1.22,9.46,Therapy,10658,Yes,92.18,1618,1.1,1304,0.66,67.08
Saudi Arabia,2018,Diabetes,Respiratory,16.8,0.7,0.29,19-35,Other,103957,58.14,3.99,1.15,Medication,12033,Yes,60.57,641,0.97,40098,0.49,44.57
Saudi Arabia,2021,Alzheimer's Disease,Respiratory,7.24,5.84,8.56,19-35,Female,941430,81.84,4.56,7.22,Therapy,12258,Yes,57.06,4512,7.76,27210,0.62,38.18
Canada,2018,Leprosy,Respiratory,17.5,4.78,3.88,19-35,Other,320666,91.56,2.86,2.91,Medication,25262,Yes,54.79,3968,3.03,82745,0.65,32.13
Japan,2021,Zika,Respiratory,8.71,1.81,0.29,19-35,Male,945897,81.53,4.73,1.3,Surgery,40949,No,57.12,1286,8.34,77143,0.8,65.73
France,2019,Hypertension,Respiratory,7.15,9.34,3.36,19-35,Male,720421,70.25,3.83,9,Surgery,47630,No,72.34,1315,6.23,56146,0.81,78.4
Nigeria,2021,Leprosy,Respiratory,15.24,0.98,9.74,0-18,Female,665062,56.19,2.07,4.9,Vaccination,32386,No,75.28,2936,0.8,91054,0.49,51.87
Turkey,2023,HIV/AIDS,Respiratory,19.84,4.45,4.55,19-35,Other,873973,64.43,2.77,4.22,Surgery,19569,No,76.78,4805,5.25,13505,0.49,30.32
China,2017,HIV/AIDS,Respiratory,15.35,4.42,0.91,19-35,Other,802561,65.47,3.35,1.18,Therapy,37908,No,90.26,3813,4.82,66545,0.63,21.72
Argentina,2017,Influenza,Respiratory,3.05,8.18,7.06,61+,Male,840253,92.97,4.94,9.05,Therapy,48903,Yes,60.18,4705,3.95,43927,0.59,47.83
Italy,2021,Cancer,Respiratory,12.09,13.04,9.57,0-18,Female,180012,95.8,1.57,5.51,Therapy,33055,No,65.22,452,6.15,53081,0.72,21.88
Saudi Arabia,2021,Rabies,Respiratory,5.93,14.96,3.86,19-35,Male,883604,72.35,2.82,1.01,Medication,12402,Yes,76.22,1319,5.5,91921,0.81,89.8
UK,2021,Leprosy,Respiratory,14.69,14.35,1.13,61+,Other,365756,55.1,1.92,2.07,Vaccination,20063,No,71.87,4047,8.89,49562,0.57,69.31
China,2018,Cancer,Respiratory,19.68,3.1,0.41,19-35,Male,233703,74.05,1.19,8.68,Therapy,13676,Yes,71.13,1134,3.06,95723,0.42,28.97
Germany,2022,Measles,Respiratory,12.19,7.01,4.99,61+,Other,46764,68.86,3.64,0.72,Medication,43765,Yes,95.09,4296,5.63,27427,0.8,73.47
USA,2023,Tuberculosis,Respiratory,16.21,6.98,9.98,19-35,Female,359959,83.5,1.06,3.41,Vaccination,25457,No,76.56,1780,8.59,32522,0.62,72.55
Mexico,2018,Dengue,Respiratory,17.3,10.82,7.19,61+,Other,995958,88.24,0.98,2.06,Medication,33066,No,85.45,3493,4.18,99133,0.43,28.09
Argentina,2018,COVID-19,Respiratory,17.5,8.44,0.49,19-35,Other,150100,54.14,3.86,1.61,Medication,25341,No,52.91,3527,9.03,19081,0.45,21.38
India,2023,Ebola,Respiratory,7.13,1.03,7.42,36-60,Other,198569,94.31,1.08,7.71,Vaccination,25328,No,82.19,4623,8.84,35623,0.42,67.12
Nigeria,2023,Rabies,Respiratory,1.08,12.95,2.02,61+,Female,383220,90.35,0.93,3.29,Surgery,25573,No,54.74,2814,4.63,13317,0.65,46.68
Australia,2018,Parkinson's Disease,Respiratory,7.12,11,1.41,19-35,Other,19434,55.18,2.64,5,Surgery,42759,Yes,77.83,3133,7.24,4253,0.9,31.54
South Korea,2021,Polio,Respiratory,17.91,7.84,1.75,36-60,Other,591146,86.07,0.86,4.88,Medication,31088,No,97.45,1222,4.15,29398,0.44,40.35
Mexico,2022,Hypertension,Respiratory,1.81,4.98,6.32,36-60,Female,584162,80.21,3.13,6.03,Surgery,11752,Yes,73.66,4391,0.96,31111,0.62,64.9
Italy,2022,HIV/AIDS,Respiratory,8.12,8.86,1.6,61+,Male,793630,73.25,2.73,1.8,Therapy,28843,Yes,92.34,1324,3.35,75094,0.77,85.89
Mexico,2022,Zika,Respiratory,16.47,11.62,3.32,61+,Other,539840,83.57,1.52,2.85,Surgery,34342,Yes,58.09,3015,2.24,65454,0.51,72.26
Brazil,2019,Ebola,Respiratory,9.38,14.47,7.43,19-35,Other,571158,82.28,3.57,7.39,Therapy,41636,Yes,61.68,2987,4.16,50918,0.49,62.35
Canada,2022,Influenza,Respiratory,1.25,1.02,3.33,0-18,Male,909411,81.8,2.98,1.67,Therapy,5125,Yes,58.03,276,3.93,63552,0.42,54.42
Japan,2020,Tuberculosis,Respiratory,0.72,1.36,5.7,19-35,Female,711250,86.24,3.16,7.69,Medication,16532,No,91.96,723,0.09,15891,0.89,39.66
Italy,2023,Leprosy,Respiratory,10.55,10.87,5.06,0-18,Male,942947,89.87,1.02,8.07,Vaccination,1266,Yes,76.13,2918,1.7,85401,0.75,63.75
China,2018,Influenza,Respiratory,10.76,12.31,3.91,0-18,Other,151187,87.23,1.96,8.04,Surgery,4366,No,67.94,4622,5.32,74229,0.83,36.65
Brazil,2023,Hepatitis,Respiratory,7.92,12.98,3.89,61+,Other,473798,61.72,1.45,4.33,Vaccination,45325,Yes,60.52,1820,1.2,22980,0.42,38.67
USA,2021,Rabies,Respiratory,7.96,10.48,6.82,61+,Other,609656,85.09,3.47,5.41,Surgery,8917,Yes,62.11,4385,5.66,57908,0.59,84.94
Saudi Arabia,2022,Parkinson's Disease,Respiratory,17.46,3.51,4.74,36-60,Other,261948,72.29,1.64,1.96,Medication,17390,No,78.93,867,1.92,50974,0.74,50.43
Mexico,2021,Alzheimer's Disease,Respiratory,5.17,4.12,4.15,0-18,Male,115643,87.93,4.95,9.14,Surgery,13408,Yes,82.37,4382,5.37,23486,0.8,57.94
Turkey,2018,Dengue,Respiratory,19,12.56,0.98,61+,Female,223676,87.43,2.44,2.58,Vaccination,11310,Yes,80.82,2770,5.38,62119,0.41,51.62
Italy,2021,Cancer,Respiratory,8.13,8.14,1.11,36-60,Other,493100,84.37,2.24,8.96,Surgery,17375,No,63.48,4177,8.5,98424,0.52,44.66
Saudi Arabia,2019,Hypertension,Respiratory,15.93,13.34,1.4,61+,Other,153932,75.39,1.57,0.73,Medication,12886,No,79.24,4545,1.55,14255,0.6,47.34
Germany,2019,Hepatitis,Respiratory,8.17,2.18,3.99,36-60,Other,729031,51.16,3.08,5.18,Surgery,20306,No,69.14,3743,9.45,94417,0.48,46.59
China,2022,Dengue,Respiratory,12.92,14.78,5.07,36-60,Female,89661,88.01,3.23,1.26,Therapy,13831,Yes,85.72,3389,9.27,94215,0.44,84.47
Saudi Arabia,2019,Hepatitis,Respiratory,7.42,8.52,2.08,36-60,Male,771641,65.18,4.84,9.77,Surgery,40848,No,50.45,1665,6.05,85170,0.59,87.57
Japan,2023,Hepatitis,Respiratory,5.73,6.9,3.81,0-18,Male,450228,91.78,3.12,1.89,Therapy,2868,Yes,71.3,3792,9.86,72308,0.5,56.38
Turkey,2018,Leprosy,Respiratory,12.71,2.79,4.82,0-18,Male,999387,72.42,1.57,7.21,Therapy,15427,No,81.33,4707,7.18,36234,0.75,44.88
Argentina,2020,Zika,Respiratory,12.91,10.9,8.09,19-35,Male,204750,56.72,1.73,6.16,Surgery,13893,No,57.32,4825,9.92,60547,0.52,88.37
USA,2018,Cancer,Respiratory,10.74,11.9,3.99,61+,Male,175438,79.87,4.8,4.51,Vaccination,43665,Yes,64.06,1673,0.47,48702,0.88,83.15
USA,2017,Parkinson's Disease,Respiratory,12.9,12.39,5.76,61+,Male,411650,88.68,2.2,7.29,Surgery,46692,Yes,82.72,182,3.3,35196,0.67,55.47
USA,2017,Zika,Respiratory,6.98,7.32,0.24,19-35,Female,384524,65.19,2.51,1.25,Medication,29833,No,69.27,4499,3.73,57590,0.67,86.47
Mexico,2022,Tuberculosis,Respiratory,3.05,13.47,0.75,36-60,Male,936524,81.48,1.34,5.63,Surgery,13322,Yes,63.2,2434,5.24,98303,0.46,31.29
Turkey,2023,Dengue,Respiratory,17.8,2.8,5.14,0-18,Female,72188,94,1.69,6.17,Vaccination,31750,No,73.18,2880,4.2,9317,0.6,89.83
France,2018,Alzheimer's Disease,Respiratory,13.11,6.95,3.86,19-35,Female,284632,73.08,0.98,6.17,Vaccination,38290,Yes,81.1,583,2.12,4484,0.68,73.97
India,2022,Zika,Respiratory,6.22,4.9,4.37,19-35,Female,178075,70.69,4.89,9.55,Vaccination,26186,Yes,78.71,4667,0.03,84792,0.67,22.57
Brazil,2018,Diabetes,Respiratory,5.71,5.06,3.35,36-60,Other,626222,81.51,0.72,4.37,Surgery,5889,Yes,74.82,1068,1.69,37736,0.59,77.29
Germany,2020,Dengue,Respiratory,2.17,4.58,3.73,0-18,Other,539382,83.87,2.6,8.87,Vaccination,5837,Yes,65.45,62,1.91,20882,0.5,44.29
Australia,2022,Cholera,Respiratory,19.92,9.14,3,61+,Female,85885,98.5,1.29,4.7,Vaccination,26835,Yes,62.13,477,9.25,47836,0.85,53.58
Brazil,2019,Measles,Respiratory,19.45,5.76,5.64,61+,Male,619606,99.55,3.8,5.27,Surgery,34758,Yes,85.17,989,4.3,33779,0.51,36.28
Indonesia,2019,Parkinson's Disease,Respiratory,19.22,2.34,8.84,0-18,Other,563966,98.52,0.74,3.31,Therapy,15582,Yes,72.69,3282,0.07,67509,0.63,65.21
Italy,2021,Diabetes,Respiratory,5.76,8.46,1.98,19-35,Male,140930,88.1,2.41,3.56,Vaccination,7161,Yes,55.12,3580,4.79,66270,0.47,26.76
Russia,2023,Polio,Respiratory,18.44,1.39,8.02,0-18,Other,168592,53.13,2.68,4.43,Surgery,32774,Yes,59.41,3771,6.35,19476,0.62,23.04
Italy,2018,Malaria,Respiratory,9.61,11.37,9.39,0-18,Male,535152,85.4,1.71,8.48,Vaccination,27350,No,52.72,4533,4.78,92505,0.74,71.93
Nigeria,2018,Tuberculosis,Respiratory,13.91,12.56,2.25,0-18,Female,786782,50.86,1.81,8.4,Vaccination,46893,No,76.56,416,1.84,56805,0.75,23.07
Italy,2021,Influenza,Respiratory,18.42,13.47,6.14,36-60,Female,715959,57.56,3.33,9.56,Therapy,36782,No,92,4207,9.57,36220,0.87,56.74
Russia,2022,Alzheimer's Disease,Respiratory,2.7,3.81,2.12,36-60,Female,29166,95.19,3.52,7.02,Surgery,14541,No,64.1,4683,2.21,78891,0.76,38.94
Indonesia,2021,Rabies,Respiratory,12.87,2.01,4.55,36-60,Other,762574,54.38,1.84,4.78,Vaccination,8495,Yes,96.52,1038,4.36,85746,0.41,59.6
India,2017,Parkinson's Disease,Respiratory,19.03,11.02,8.03,0-18,Male,225125,74.03,1.36,7.92,Vaccination,33279,No,80.37,3139,3.44,44143,0.86,48.15
Saudi Arabia,2020,Leprosy,Respiratory,15.13,0.79,2.25,19-35,Other,874375,77.05,4.66,3.18,Surgery,39680,No,68.34,4990,3.03,93305,0.83,69.37
Mexico,2020,Polio,Respiratory,5.31,12.65,5.8,0-18,Female,405644,90.49,4.45,9.11,Therapy,11638,No,60.6,4073,2.69,22663,0.42,89.3
Italy,2019,Rabies,Respiratory,17.06,9.81,8.64,36-60,Other,951741,85.71,0.82,3.99,Surgery,534,Yes,51.23,2118,8.63,36013,0.45,56.49
India,2021,Dengue,Respiratory,17.26,9.61,1.15,19-35,Other,896060,76.59,4.19,0.88,Therapy,31499,No,79.66,3454,0.36,62491,0.59,46.44
UK,2022,Cholera,Respiratory,18.09,6.68,4.89,61+,Other,577193,74.25,1.29,3.25,Medication,1818,No,89.48,3768,5.83,54003,0.73,25.29
Brazil,2022,COVID-19,Respiratory,7.33,10.49,7.88,61+,Male,500349,99.82,3.45,3.78,Medication,16347,Yes,59.33,4585,3.07,88735,0.77,38.65
Mexico,2020,Zika,Respiratory,5.25,8.28,9.13,36-60,Female,174591,86.32,0.76,1.31,Surgery,17400,Yes,85.08,3670,9.13,19856,0.72,28.2
Argentina,2023,Leprosy,Respiratory,12.06,0.21,9.87,36-60,Other,739358,64.12,4.88,6.79,Therapy,2642,Yes,92.71,3955,8.58,36005,0.59,83.09
South Korea,2017,Influenza,Respiratory,19.25,2.45,5.35,61+,Female,790477,88.57,1.31,1.13,Vaccination,2079,Yes,84.68,4246,8.1,27166,0.52,46.83
South Korea,2023,Cancer,Respiratory,12.25,9.11,9.59,61+,Male,725099,94.59,2.82,3.72,Medication,38421,No,79.69,3959,3.23,7979,0.56,62.34
USA,2020,Polio,Respiratory,4.8,4.82,5.07,61+,Male,410119,76.11,2.77,2.91,Surgery,48390,No,87,2980,9.25,41830,0.71,85.57
Japan,2018,Hepatitis,Respiratory,4.07,5,2.82,19-35,Female,765039,69.98,0.92,5.97,Therapy,5598,No,93.95,4570,1.65,1733,0.54,75.37
Italy,2020,Dengue,Respiratory,11.11,8.43,0.86,19-35,Female,14597,93.68,4.44,4.07,Medication,16639,No,89.3,3969,6.09,649,0.58,21.18
Indonesia,2018,Dengue,Respiratory,13.15,0.15,1.24,36-60,Other,499714,77.01,1.01,5.94,Medication,17510,No,68.96,2038,0.48,76687,0.88,64.39
France,2021,Rabies,Respiratory,6.77,12.88,5.97,0-18,Other,202999,70.76,1.42,4.65,Vaccination,18876,Yes,87.06,4308,0.13,18101,0.8,83.72
Mexico,2020,COVID-19,Respiratory,15.61,7.35,5.32,0-18,Male,282701,54.13,3.62,2.95,Surgery,5538,No,73.09,4162,7.92,86258,0.83,48.92
South Korea,2022,Cancer,Respiratory,6.08,9.12,9.23,36-60,Female,801916,69.12,2.87,9.04,Vaccination,20599,Yes,77.55,1900,7.48,95281,0.55,21.44
South Korea,2020,Asthma,Respiratory,17.26,4.17,7.2,61+,Other,281532,71.3,4.45,9.87,Therapy,43068,Yes,83.17,4130,0.8,70566,0.66,77.89
Mexico,2022,COVID-19,Respiratory,14.67,9.6,3.77,61+,Other,102816,57.47,2.17,1.14,Therapy,20764,No,54.15,2256,7.27,28010,0.46,86.26
Russia,2021,Leprosy,Respiratory,8.42,8.08,4.89,0-18,Other,998613,95.94,1.29,5.47,Vaccination,25199,No,51.67,3537,6.37,96594,0.88,35.05
USA,2020,HIV/AIDS,Respiratory,13.94,1.3,9.2,36-60,Other,691520,84.37,3.95,7.07,Vaccination,45318,Yes,96.73,2615,5.54,23615,0.82,48.22
Indonesia,2023,Leprosy,Respiratory,13.13,3.21,9.14,36-60,Other,930691,87.27,2.05,7.15,Medication,36906,No,97.53,1631,7.92,88768,0.45,70.01
Saudi Arabia,2022,Alzheimer's Disease,Respiratory,3.38,4.83,1.95,19-35,Female,236440,97.44,0.78,7.91,Vaccination,23464,No,52.08,741,3.9,21720,0.53,55
UK,2023,Cancer,Respiratory,16.71,1.58,5.13,36-60,Male,447630,76.02,4.58,3.8,Surgery,40853,No,68.76,3363,1.17,92449,0.43,83.33
South Africa,2023,Dengue,Respiratory,15.73,10.17,6.03,19-35,Other,241482,60.62,4.9,5.02,Vaccination,12951,No,68.87,1167,9.34,76990,0.63,62.88
Nigeria,2022,Cholera,Respiratory,18.93,0.41,4.24,0-18,Female,186442,83.12,4.64,7.13,Therapy,38007,No,97.58,2670,5.51,15854,0.79,67.74
India,2021,Alzheimer's Disease,Respiratory,0.41,14.06,1.95,36-60,Female,781341,96.96,4.36,0.68,Surgery,18482,Yes,66.28,53,5.32,92406,0.75,59.42
South Africa,2021,Zika,Respiratory,17.75,10.47,9.3,19-35,Male,870680,70.65,1.28,8.16,Therapy,13886,No,51.93,2498,7.77,6585,0.79,51.05
Mexico,2020,HIV/AIDS,Respiratory,16.01,5.64,4.35,0-18,Female,85674,59.44,0.74,6.19,Medication,20562,Yes,61.73,3995,1.78,50231,0.54,54.51
Indonesia,2022,Cancer,Respiratory,5.19,3.2,0.18,0-18,Male,129799,72.21,4.15,9.54,Surgery,42064,Yes,79.72,3681,6.31,17658,0.64,52.07
Japan,2019,HIV/AIDS,Respiratory,15.88,2.94,4.83,19-35,Female,464926,99.66,2.64,0.67,Therapy,683,No,74.23,1934,2.6,28930,0.43,44.07
India,2021,HIV/AIDS,Respiratory,1.09,14.77,1.28,61+,Other,602636,67.62,3.56,6.66,Therapy,25326,Yes,62.47,4367,1.7,95483,0.85,74.3
South Africa,2019,Hypertension,Respiratory,15.14,0.44,0.77,19-35,Male,361865,55.52,1.87,7.57,Therapy,22070,Yes,91.24,247,5.34,78140,0.72,38.04
Turkey,2022,COVID-19,Respiratory,6.68,8.69,9.88,0-18,Other,131230,62.03,4.36,2.15,Therapy,948,No,85.05,2310,5.59,82892,0.63,84.42
Turkey,2023,HIV/AIDS,Respiratory,14.02,4.19,7.36,19-35,Female,890201,93.06,0.55,3.56,Vaccination,7371,Yes,56.58,4,0.87,27502,0.84,51.63
Mexico,2018,Ebola,Respiratory,0.45,14.14,3.27,19-35,Male,915230,78.23,2,1.9,Medication,39283,Yes,59.3,964,7.3,59643,0.4,21.72
Japan,2018,Alzheimer's Disease,Respiratory,15.55,13.75,2.71,36-60,Male,717606,90.54,1.59,0.85,Surgery,14108,Yes,81.63,4344,5.77,78785,0.53,52.39
Indonesia,2019,Ebola,Respiratory,13.78,8.68,9.81,19-35,Male,261297,61.57,2.93,0.63,Medication,25657,No,71.68,3163,7.58,31563,0.78,71.5
Mexico,2020,Malaria,Respiratory,13.91,13.9,4.09,19-35,Other,844012,72.74,2.96,0.82,Vaccination,325,Yes,53.9,1364,1.16,93259,0.75,68.09
Japan,2023,Leprosy,Respiratory,0.42,0.21,3.34,36-60,Male,114714,77.57,4.05,6.26,Surgery,27976,No,77.59,4363,1.63,19434,0.88,45.4
Germany,2017,Alzheimer's Disease,Respiratory,12.44,8.79,9.94,19-35,Female,911361,97.21,3.94,8.37,Surgery,16637,No,98.79,1255,1.9,2875,0.4,32.48
USA,2018,Malaria,Respiratory,15.06,3.7,5.55,0-18,Other,225167,55.19,1.56,3.65,Therapy,30308,No,85.34,1594,3.62,84269,0.87,75.59
South Korea,2022,Rabies,Respiratory,4.72,4.38,8.04,61+,Other,978499,89.96,2.84,4.08,Vaccination,3268,No,89.21,3075,7.29,7932,0.57,83.25
India,2019,COVID-19,Respiratory,14.93,2.84,6.6,0-18,Female,217571,60.58,1.67,0.61,Medication,44856,Yes,92.31,2766,3.96,78536,0.67,63.4
USA,2021,Cholera,Respiratory,10.77,1.94,1.42,61+,Male,489721,73.88,4.93,2.98,Medication,3111,Yes,55.85,1947,5.98,40573,0.47,74.04
USA,2020,Dengue,Respiratory,12.14,5.21,9.14,61+,Male,799648,91.97,3.14,7.59,Vaccination,36399,No,72.84,1410,8.91,9253,0.8,20.6
Mexico,2020,Ebola,Respiratory,18.79,4.02,1.94,19-35,Other,444497,62.02,3.96,3.89,Surgery,28581,Yes,75.59,1376,5.18,44283,0.7,49.2
Brazil,2018,Hepatitis,Respiratory,4.47,2.88,1.44,36-60,Male,411273,74.93,0.95,3.82,Surgery,13264,Yes,63.55,3796,7.62,80996,0.69,20.83
Russia,2018,Measles,Respiratory,1.14,12.09,7.62,36-60,Male,536847,68.52,3.2,4.01,Medication,11593,Yes,62.7,2710,5.38,44951,0.69,73.1
Germany,2018,Asthma,Respiratory,8.77,9.37,8.89,36-60,Female,756617,56.85,1.13,7.47,Therapy,2421,No,59.88,2101,5.87,1029,0.75,33.13
Russia,2017,Alzheimer's Disease,Respiratory,6.84,3.2,0.94,19-35,Other,976253,79.6,1.5,9.33,Vaccination,27913,No,75.75,991,3.96,16231,0.7,84.61
India,2021,Leprosy,Respiratory,13.8,13.68,9.19,19-35,Female,172835,70.21,1.69,3.32,Surgery,46749,Yes,94.82,2879,1.48,35280,0.66,87.56
South Africa,2017,COVID-19,Respiratory,18.66,9.97,2.08,19-35,Female,995580,72.04,3.39,7.56,Medication,23744,No,82.24,2404,3.41,81428,0.44,65.55
USA,2022,Ebola,Respiratory,7.72,7.07,8.94,61+,Other,561793,87.96,3.18,2.27,Therapy,32741,No,83.51,2996,8.69,25503,0.67,20.63
Mexico,2023,Polio,Respiratory,16.78,10.26,9.41,0-18,Male,68503,58.64,4.01,5.96,Medication,22004,No,74.09,287,4.49,95782,0.89,44.31
Saudi Arabia,2023,Measles,Respiratory,2.28,2.79,8.15,61+,Male,951179,58.44,4.99,4.23,Medication,4359,Yes,96.38,1926,7.64,96374,0.53,82.6
Turkey,2023,Ebola,Respiratory,5.88,0.93,0.73,19-35,Other,826833,97.52,2.69,0.84,Medication,33557,Yes,86.73,2472,2.09,54929,0.72,34.73
Japan,2020,Diabetes,Respiratory,19.85,9.58,5.05,36-60,Other,791633,60.98,2.55,2.8,Surgery,3436,Yes,60.02,3707,4.78,13716,0.46,21.48
UK,2023,Ebola,Respiratory,4.65,13.33,3.19,0-18,Male,741033,89.95,1.95,3.99,Surgery,4056,No,66.62,2498,9.51,89531,0.41,53.63
India,2022,Alzheimer's Disease,Respiratory,12.73,4.82,4.48,36-60,Male,725583,84.17,1,4.61,Vaccination,37899,No,97.05,3880,3.6,44299,0.52,84.09
Australia,2018,Tuberculosis,Respiratory,2.22,10.74,2.34,61+,Female,76974,55.49,2.39,3.01,Therapy,18678,Yes,74.47,1742,7.98,7027,0.77,23.84
UK,2020,Zika,Respiratory,10.81,4.71,4.41,0-18,Male,806365,59.88,4.03,8.64,Therapy,8632,Yes,72.3,3697,0.41,4385,0.79,61.82
Turkey,2018,Measles,Respiratory,18.46,3.36,5.55,19-35,Female,148743,82.58,4.39,7.42,Therapy,8736,No,66.02,159,8.18,30217,0.51,52.3
